序号,BV号,时间,播放量,点赞,投币,分享,收藏,弹幕,评论,APP观看,网页观看,总观看,播赞比,周刊总分,周刊播放,周刊互动,周刊收藏,周刊硬币,周刊点赞,周刊修正A,周刊修正B,周刊修正C,周刊修正D,周刊基础播放,年刊总分,年刊播放,年刊互动,年刊收藏,年刊硬币,年刊点赞,年刊修正A,年刊修正B,年刊修正C
1,BV1Y2oNB1ESs,2026-04-20T21:47:58.075512,104764,27692,25866,6348,15449,919,4589,,,,,,,,,,,,,,,,,,,,,,,,
2,BV1Y2oNB1ESs,2026-04-20T21:48:49.814241,105419,27790,25944,6360,15498,919,4613,,,,,,,,,,,,,,,,,,,,,,,,
3,BV1Y2oNB1ESs,2026-04-20T21:50:04.793888,106087,27935,26058,6401,15583,921,4629,,,,,,,,,,,,,,,,,,,,,,,,
4,BV1Y2oNB1ESs,2026-04-20T21:51:19.796466,106772,28073,26159,6426,15655,925,4625,,,,,,,,,,,,,,,,,,,,,,,,
5,BV1Y2oNB1ESs,2026-04-20T21:52:34.840015,107500,28259,26306,6460,15748,932,4647,,,,,,,,,,,,,,,,,,,,,,,,
6,BV1Y2oNB1ESs,2026-04-20T21:53:49.902757,108206,28410,26435,6490,15821,938,4667,,,,,,,,,,,,,,,,,,,,,,,,
7,BV1Y2oNB1ESs,2026-04-20T21:55:04.855278,108906,28554,26555,6525,15912,941,4683,,,,,,,,,,,,,,,,,,,,,,,,
8,BV1Y2oNB1ESs,2026-04-20T21:56:19.880515,109571,28692,26672,6553,16000,945,4695,,,,,,,,,,,,,,,,,,,,,,,,
9,BV1Y2oNB1ESs,2026-04-20T21:57:34.879709,110307,28858,26782,6592,16087,949,4708,,,,,,,,,,,,,,,,,,,,,,,,
10,BV1Y2oNB1ESs,2026-04-20T21:59:29.278677,111020,29073,26989,6638,16229,953,4731,,,,,,,,,,,,,,,,,,,,,,,,
11,BV1Y2oNB1ESs,2026-04-20T22:00:44.890480,111722,29217,27119,6665,16312,957,4745,,,,,,,,,,,,,,,,,,,,,,,,
12,BV1Y2oNB1ESs,2026-04-20T22:01:59.807096,112430,29361,27225,6696,16382,958,4758,,,,,,,,,,,,,,,,,,,,,,,,
13,BV1Y2oNB1ESs,2026-04-20T22:03:14.811481,113149,29518,27346,6723,16473,965,4770,,,,,,,,,,,,,,,,,,,,,,,,
14,BV1Y2oNB1ESs,2026-04-20T22:04:29.805143,113826,29672,27484,6764,16559,967,4793,,,,,,,,,,,,,,,,,,,,,,,,
15,BV1Y2oNB1ESs,2026-04-20T22:05:44.840803,114546,29827,27628,6791,16656,969,4814,,,,,,,,,,,,,,,,,,,,,,,,
16,BV1Y2oNB1ESs,2026-04-20T22:06:59.804527,115306,29982,27752,6825,16749,972,4830,,,,,,,,,,,,,,,,,,,,,,,,
17,BV1Y2oNB1ESs,2026-04-20T22:08:14.825832,116033,30153,27909,6874,16850,979,4849,,,,,,,,,,,,,,,,,,,,,,,,
18,BV1Y2oNB1ESs,2026-04-20T22:09:29.830143,116703,30294,27998,6907,16935,988,4870,,,,,,,,,,,,,,,,,,,,,,,,
19,BV1Y2oNB1ESs,2026-04-20T22:10:44.834816,117425,30454,28125,6942,17034,993,4803,,,,,,,,,,,,,,,,,,,,,,,,
20,BV1Y2oNB1ESs,2026-04-20T22:11:59.895015,118158,30605,28264,6973,17131,1000,4809,,,,,,,,,,,,,,,,,,,,,,,,
21,BV1Y2oNB1ESs,2026-04-20T22:13:14.879554,118874,30786,28442,7008,17235,1062,4831,,,,,,,,,,,,,,,,,,,,,,,,
22,BV1Y2oNB1ESs,2026-04-20T22:18:02.627849,121883,31385,28993,7141,17632,1082,4912,,,,,,,,,,,,,,,,,,,,,,,,
23,BV1Y2oNB1ESs,2026-04-20T22:21:28.250231,123966,31806,29338,7237,17885,1097,4958,,,,,,,,,,,,,,,,,,,,,,,,
24,BV1Y2oNB1ESs,2026-04-20T22:22:43.207649,124673,31949,29465,7270,17979,1104,4977,,,,,,,,,,,,,,,,,,,,,,,,
25,BV1Y2oNB1ESs,2026-04-20T22:23:58.258539,125407,32093,29583,7300,18063,1106,4990,,,,,,,,,,,,,,,,,,,,,,,,
26,BV1Y2oNB1ESs,2026-04-20T22:25:13.213195,126159,32254,29698,7323,18146,1110,5013,,,,,,,,,,,,,,,,,,,,,,,,
27,BV1Y2oNB1ESs,2026-04-20T22:26:28.218053,126848,32390,29827,7353,18238,1117,5029,,,,,,,,,,,,,,,,,,,,,,,,
28,BV1Y2oNB1ESs,2026-04-20T22:27:43.235503,127582,32548,29953,7393,18321,1121,5041,,,,,,,,,,,,,,,,,,,,,,,,
29,BV1Y2oNB1ESs,2026-04-20T22:28:58.242270,128297,32723,30097,7428,18416,1123,5062,,,,,,,,,,,,,,,,,,,,,,,,
30,BV1Y2oNB1ESs,2026-04-20T22:30:13.236706,129049,32878,30224,7455,18518,1127,5086,,,,,,,,,,,,,,,,,,,,,,,,
31,BV1Y2oNB1ESs,2026-04-20T22:31:28.291540,129827,33059,30393,7489,18608,1132,5118,,,,,,,,,,,,,,,,,,,,,,,,
32,BV1Y2oNB1ESs,2026-04-20T22:32:43.270310,130541,33223,30529,7532,18697,1143,5140,,,,,,,,,,,,,,,,,,,,,,,,
33,BV1Y2oNB1ESs,2026-04-20T22:33:58.282996,131262,33373,30695,7567,18794,1148,5160,,,,,,,,,,,,,,,,,,,,,,,,
34,BV1Y2oNB1ESs,2026-04-20T22:35:13.299100,132066,33540,30838,7599,18882,1151,5180,,,,,,,,,,,,,,,,,,,,,,,,
35,BV1Y2oNB1ESs,2026-04-20T22:36:28.288205,132801,33699,30967,7632,18970,1154,5197,,,,,,,,,,,,,,,,,,,,,,,,
36,BV1Y2oNB1ESs,2026-04-20T22:37:43.316904,133598,33865,31108,7660,19069,1159,5216,,,,,,,,,,,,,,,,,,,,,,,,
37,BV1Y2oNB1ESs,2026-04-20T22:38:58.324722,134383,34059,31277,7690,19167,1162,5244,,,,,,,,,,,,,,,,,,,,,,,,
38,BV1Y2oNB1ESs,2026-04-20T22:40:13.342239,135244,34263,31422,7715,19283,1170,5257,,,,,,,,,,,,,,,,,,,,,,,,
39,BV1Y2oNB1ESs,2026-04-20T22:41:28.338676,136105,34470,31571,7754,19377,1178,5273,,,,,,,,,,,,,,,,,,,,,,,,
40,BV1Y2oNB1ESs,2026-04-20T22:42:43.404396,137028,34687,31718,7791,19485,1184,5285,,,,,,,,,,,,,,,,,,,,,,,,
41,BV1Y2oNB1ESs,2026-04-20T22:43:58.364113,137943,34899,31872,7830,19618,1190,5297,,,,,,,,,,,,,,,,,,,,,,,,
42,BV1Y2oNB1ESs,2026-04-20T22:45:13.354971,138752,35086,32017,7864,19709,1193,5305,,,,,,,,,,,,,,,,,,,,,,,,
43,BV1Y2oNB1ESs,2026-04-20T22:46:28.359491,139654,35310,32205,7900,19831,1195,5318,,,,,,,,,,,,,,,,,,,,,,,,
44,BV1Y2oNB1ESs,2026-04-20T22:47:43.371240,140574,35510,32364,7936,19940,1199,5338,,,,,,,,,,,,,,,,,,,,,,,,
45,BV1Y2oNB1ESs,2026-04-20T22:48:58.373820,141473,35729,32531,7983,20059,1207,5357,,,,,,,,,,,,,,,,,,,,,,,,
46,BV1Y2oNB1ESs,2026-04-20T22:50:13.813425,142378,35923,32670,8029,20170,1215,5379,,,,,,,,,,,,,,,,,,,,,,,,
47,BV1Y2oNB1ESs,2026-04-20T22:51:28.393343,143298,36123,32787,8070,20276,1221,5407,,,,,,,,,,,,,,,,,,,,,,,,
48,BV1Y2oNB1ESs,2026-04-20T22:52:43.409585,144244,36344,32955,8126,20417,1230,5426,,,,,,,,,,,,,,,,,,,,,,,,
49,BV1Y2oNB1ESs,2026-04-20T22:53:58.402488,145159,36545,33099,8168,20523,1236,5442,,,,,,,,,,,,,,,,,,,,,,,,
50,BV1Y2oNB1ESs,2026-04-20T22:55:13.432361,146079,36751,33295,8204,20652,1240,5469,,,,,,,,,,,,,,,,,,,,,,,,
51,BV1Y2oNB1ESs,2026-04-20T22:56:28.421416,147011,36942,33436,8239,20734,1247,5489,,,,,,,,,,,,,,,,,,,,,,,,
52,BV1Y2oNB1ESs,2026-04-20T22:57:43.513675,147946,37116,33608,8273,20845,1257,5517,,,,,,,,,,,,,,,,,,,,,,,,
53,BV1Y2oNB1ESs,2026-04-20T22:58:58.453102,148823,37319,33738,8313,20942,1265,5534,,,,,,,,,,,,,,,,,,,,,,,,
54,BV1Y2oNB1ESs,2026-04-20T23:00:13.440639,149712,37493,33865,8352,21057,1269,5562,,,,,,,,,,,,,,,,,,,,,,,,
55,BV1Y2oNB1ESs,2026-04-20T23:01:28.462077,150612,37670,34017,8391,21157,1275,5576,,,,,,,,,,,,,,,,,,,,,,,,
56,BV1Y2oNB1ESs,2026-04-20T23:02:43.456207,151487,37889,34194,8421,21274,1278,5602,,,,,,,,,,,,,,,,,,,,,,,,
57,BV1Y2oNB1ESs,2026-04-20T23:03:58.482924,152406,38069,34361,8456,21389,1287,5613,,,,,,,,,,,,,,,,,,,,,,,,
58,BV1Y2oNB1ESs,2026-04-20T23:05:13.476823,153259,38239,34500,8488,21489,1293,5637,,,,,,,,,,,,,,,,,,,,,,,,
59,BV1Y2oNB1ESs,2026-04-20T23:06:28.488861,154081,38417,34668,8516,21590,1303,5652,,,,,,,,,,,,,,,,,,,,,,,,
60,BV1Y2oNB1ESs,2026-04-20T23:07:43.486875,154964,38572,34807,8546,21699,1307,5672,,,,,,,,,,,,,,,,,,,,,,,,
61,BV1Y2oNB1ESs,2026-04-20T23:08:58.489818,155742,38715,34930,8577,21781,1311,5694,,,,,,,,,,,,,,,,,,,,,,,,
62,BV1Y2oNB1ESs,2026-04-20T23:10:13.512585,156520,38874,35053,8607,21866,1312,5712,,,,,,,,,,,,,,,,,,,,,,,,
63,BV1Y2oNB1ESs,2026-04-20T23:11:28.542301,157288,39031,35185,8643,21961,1315,5736,,,,,,,,,,,,,,,,,,,,,,,,
64,BV1Y2oNB1ESs,2026-04-20T23:12:43.525944,158113,39198,35331,8683,22067,1318,5752,,,,,,,,,,,,,,,,,,,,,,,,
65,BV1Y2oNB1ESs,2026-04-20T23:13:58.532502,158903,39346,35447,8706,22158,1320,5775,,,,,,,,,,,,,,,,,,,,,,,,
66,BV1Y2oNB1ESs,2026-04-20T23:15:13.533839,159660,39491,35528,8736,22247,1323,5786,,,,,,,,,,,,,,,,,,,,,,,,
67,BV1Y2oNB1ESs,2026-04-20T23:16:28.582987,160425,39635,35641,8769,22333,1329,5807,,,,,,,,,,,,,,,,,,,,,,,,
68,BV1Y2oNB1ESs,2026-04-20T23:17:43.590242,161160,39781,35760,8787,22408,1331,5820,,,,,,,,,,,,,,,,,,,,,,,,
69,BV1Y2oNB1ESs,2026-04-20T23:18:58.577662,161898,39914,35905,8824,22492,1337,5840,,,,,,,,,,,,,,,,,,,,,,,,
70,BV1Y2oNB1ESs,2026-04-20T23:20:13.593567,162602,40055,36026,8844,22575,1342,5853,,,,,,,,,,,,,,,,,,,,,,,,
71,BV1Y2oNB1ESs,2026-04-20T23:21:28.602053,163297,40198,36146,8865,22654,1348,5865,,,,,,,,,,,,,,,,,,,,,,,,
72,BV1Y2oNB1ESs,2026-04-20T23:22:43.633590,163945,40310,36270,8895,22727,1353,5882,,,,,,,,,,,,,,,,,,,,,,,,
73,BV1Y2oNB1ESs,2026-04-20T23:23:58.612398,164608,40424,36355,8918,22786,1358,5892,,,,,,,,,,,,,,,,,,,,,,,,
74,BV1Y2oNB1ESs,2026-04-20T23:25:13.681120,165300,40544,36458,8941,22856,1361,5898,,,,,,,,,,,,,,,,,,,,,,,,
75,BV1Y2oNB1ESs,2026-04-20T23:26:28.613934,165985,40679,36579,8963,22924,1368,5915,,,,,,,,,,,,,,,,,,,,,,,,
76,BV1Y2oNB1ESs,2026-04-20T23:27:43.653937,166611,40785,36672,8990,22992,1372,5925,,,,,,,,,,,,,,,,,,,,,,,,
77,BV1Y2oNB1ESs,2026-04-20T23:28:58.642556,167231,40910,36774,9006,23071,1376,5937,,,,,,,,,,,,,,,,,,,,,,,,
78,BV1Y2oNB1ESs,2026-04-20T23:30:13.643996,167876,41023,36878,9033,23130,1378,5945,,,,,,,,,,,,,,,,,,,,,,,,
79,BV1Y2oNB1ESs,2026-04-20T23:31:28.679463,168515,41151,37000,9051,23208,1382,5954,,,,,,,,,,,,,,,,,,,,,,,,
80,BV1Y2oNB1ESs,2026-04-20T23:32:43.666551,169134,41255,37113,9071,23291,1389,5965,,,,,,,,,,,,,,,,,,,,,,,,
81,BV1Y2oNB1ESs,2026-04-20T23:33:58.679549,169740,41371,37202,9096,23353,1395,5973,,,,,,,,,,,,,,,,,,,,,,,,
82,BV1Y2oNB1ESs,2026-04-20T23:35:13.675991,170401,41497,37304,9121,23423,1399,5987,,,,,,,,,,,,,,,,,,,,,,,,
83,BV1Y2oNB1ESs,2026-04-20T23:36:28.677621,171002,41616,37432,9153,23498,1401,5995,,,,,,,,,,,,,,,,,,,,,,,,
84,BV1Y2oNB1ESs,2026-04-20T23:37:43.706583,171613,41734,37535,9180,23564,1403,6006,,,,,,,,,,,,,,,,,,,,,,,,
85,BV1Y2oNB1ESs,2026-04-20T23:38:58.719234,172175,41842,37636,9201,23623,1405,6015,,,,,,,,,,,,,,,,,,,,,,,,
86,BV1Y2oNB1ESs,2026-04-20T23:40:13.722003,172758,41951,37741,9215,23704,1406,6024,,,,,,,,,,,,,,,,,,,,,,,,
87,BV1Y2oNB1ESs,2026-04-20T23:41:28.747187,173357,42056,37836,9233,23777,1413,6031,,,,,,,,,,,,,,,,,,,,,,,,
88,BV1Y2oNB1ESs,2026-04-20T23:42:43.739435,173979,42175,37933,9250,23854,1417,6048,,,,,,,,,,,,,,,,,,,,,,,,
89,BV1Y2oNB1ESs,2026-04-20T23:59:40.852283,182102,43886,39247,9539,24729,1463,6200,,,,,,,,,,,,,,,,,,,,,,,,
90,BV1Y2oNB1ESs,2026-04-21T00:00:55.847686,182714,43999,39312,9568,24780,1464,6211,,,,,,,,,,,,,,,,,,,,,,,,
91,BV1Y2oNB1ESs,2026-04-21T00:02:10.881491,183321,44118,39399,9590,24851,1468,6223,,,,,,,,,,,,,,,,,,,,,,,,
92,BV1Y2oNB1ESs,2026-04-21T00:03:25.842686,183918,44234,39468,9606,24897,1469,6234,,,,,,,,,,,,,,,,,,,,,,,,
93,BV1Y2oNB1ESs,2026-04-21T00:04:40.859228,184501,44346,39564,9621,24941,1472,6240,,,,,,,,,,,,,,,,,,,,,,,,
94,BV1Y2oNB1ESs,2026-04-21T00:05:55.878153,185076,44454,39643,9632,25000,1477,6248,,,,,,,,,,,,,,,,,,,,,,,,
95,BV1Y2oNB1ESs,2026-04-21T00:07:10.926863,185706,44585,39724,9659,25061,1477,6266,,,,,,,,,,,,,,,,,,,,,,,,
96,BV1Y2oNB1ESs,2026-04-21T00:08:25.919749,186299,44708,39816,9679,25126,1478,6279,,,,,,,,,,,,,,,,,,,,,,,,
97,BV1Y2oNB1ESs,2026-04-21T00:09:40.933682,186884,44816,39871,9698,25183,1478,6294,,,,,,,,,,,,,,,,,,,,,,,,
98,BV1Y2oNB1ESs,2026-04-21T00:17:41.057647,190558,45443,40368,9809,25525,1500,6348,,,,,1878544.4,100279.0,23301.88,854760.26,854760.26,45443.0,0.1979,33.4872,21.1742,1.0,100279.0,,,,,,,,,
99,BV1Y2oNB1ESs,2026-04-21T00:18:56.072127,191016,45541,40455,9825,25568,1505,6356,,,,,1880574.98,100508.0,23353.56,855586.21,855586.21,45541.0,0.1981,33.4632,21.1491,1.0,100508.0,,,,,,,,,
100,BV1Y2oNB1ESs,2026-04-21T00:20:11.089758,191499,45620,40532,9838,25617,1509,6359,,,,,1883185.49,100749.5,23410.99,856702.5,856702.5,45620.0,0.1984,33.4427,21.1364,1.0,100749.5,,,,,,,,,
101,BV1Y2oNB1ESs,2026-04-21T00:21:26.101131,191968,45696,40582,9850,25660,1511,6367,,,,,1885106.63,100984.0,23464.76,857480.93,857480.93,45696.0,0.1986,33.417,21.1296,1.0,100984.0,,,,,,,,,
102,BV1Y2oNB1ESs,2026-04-21T00:22:41.092010,192460,45784,40641,9861,25704,1513,6374,,,,,1886984.59,101230.0,23521.41,858224.59,858224.59,45784.0,0.1988,33.3888,21.1172,1.0,101230.0,,,,,,,,,
103,BV1Y2oNB1ESs,2026-04-21T00:31:27.754236,195596,46325,41050,9965,26008,1519,6435,,,,,1902122.33,102798.0,23884.05,864557.64,864557.64,46325.0,0.2002,33.242,21.0611,1.0,102798.0,1312794.03,195596.0,30553.03,520160.0,520160.0,46325.0,3.8412,20.0,12.6714
104,BV1Y2oNB1ESs,2026-04-21T00:32:42.799258,196064,46404,41112,9979,26049,1519,6442,,,,,1903805.07,103032.0,23938.19,865215.44,865215.44,46404.0,0.2005,33.2149,21.0453,1.0,103032.0,1315063.51,196064.0,30635.51,520980.0,520980.0,46404.0,3.8482,20.0,12.6722
105,BV1Y2oNB1ESs,2026-04-21T00:33:57.789122,196540,46488,41158,10003,26090,1519,6449,,,,,1905429.41,103270.0,23993.13,865839.14,865839.14,46488.0,0.2007,33.1866,21.037,1.0,103270.0,1317347.4,196540.0,30719.4,521800.0,521800.0,46488.0,3.8553,20.0,12.678
106,BV1Y2oNB1ESs,2026-04-21T00:35:12.818820,197007,46570,41216,10014,26140,1522,6458,,,,,1908322.24,103503.5,24047.42,867100.66,867100.66,46570.0,0.2009,33.1714,21.038,1.0,103503.5,1319974.84,197007.0,30797.84,522800.0,522800.0,46570.0,3.8594,20.0,12.6844
107,BV1Y2oNB1ESs,2026-04-21T00:36:27.803681,197489,46653,41270,10027,26188,1522,6465,,,,,1910829.84,103744.5,24104.38,868163.98,868163.98,46653.0,0.2012,33.1512,21.0362,1.0,103744.5,1322546.02,197489.0,30884.02,523760.0,523760.0,46653.0,3.8668,20.0,12.6911
108,BV1Y2oNB1ESs,2026-04-21T00:37:42.805378,197995,46750,41330,10041,26243,1522,6473,,,,,1914085.24,103997.5,24164.91,869586.42,869586.42,46750.0,0.2015,33.1359,21.0401,1.0,103997.5,1325439.6,197995.0,30974.6,524860.0,524860.0,46750.0,3.8742,20.0,12.6992
109,BV1Y2oNB1ESs,2026-04-21T00:38:57.820751,198476,46854,41397,10055,26293,1523,6483,,,,,1916888.34,104238.0,24220.91,870787.71,870787.71,46854.0,0.2017,33.1186,21.035,1.0,104238.0,1328106.59,198476.0,31056.59,525860.0,525860.0,46854.0,3.8792,20.0,12.7029
110,BV1Y2oNB1ESs,2026-04-21T00:52:36.956054,203379,47721,42038,10199,26751,1546,6570,380,620,1000,,1938508.39,106689.5,24781.54,879658.18,879658.18,47721.0,0.2036,32.8832,20.9253,1.0,106689.5,1353025.35,203379.0,31885.35,535020.0,535020.0,47721.0,3.9287,20.0,12.7271
111,BV1Y2oNB1ESs,2026-04-21T00:55:18.410380,204182,47864,42160,10224,26836,1551,6585,385,615,1000,,1943381.12,107091.0,24874.74,881775.69,881775.69,47864.0,0.2038,32.8579,20.915,1.0,107091.0,1357506.66,204182.0,32020.66,536720.0,536720.0,47864.0,3.9357,20.0,12.7306
112,BV1Y2oNB1ESs,2026-04-21T02:04:11.933966,219687,50409,44041,10616,28172,1609,6829,363,405,768,,1998231.33,114843.5,26632.57,903173.13,903173.13,50409.0,0.2104,32.0592,20.5076,1.0,114843.5,1431644.34,219687.0,34668.34,563440.0,563440.0,50409.0,4.1086,20.0,12.7935
113,BV1Y2oNB1ESs,2026-04-21T13:04:51.172562,360141,65935,54989,13125,36153,1944,7926,,1082,1000,,2106972.35,185070.5,41345.07,907310.89,907310.89,65935.0,0.2793,25.0964,16.4999,1.0,185070.5,1895855.05,330070.5,53729.55,723060.0,723060.0,65935.0,5.4437,20.0,13.1492
114,BV1Y2oNB1ESs,2026-04-21T13:06:06.535403,361076,66005,55034,13138,36195,1946,7933,,1068,1000,,2107110.57,185538.0,41437.0,907065.29,907065.29,66005.0,0.2796,25.0605,16.4819,1.0,185538.0,1898151.11,330538.0,53808.11,723900.0,723900.0,66005.0,5.4467,20.0,13.1537
115,BV1Y2oNB1ESs,2026-04-21T13:07:21.191675,362021,66071,55065,13151,36219,1946,7941,,1051,1000,,2105403.24,186010.5,41526.35,905897.7,905897.7,66071.0,0.28,25.0117,16.4514,1.0,186010.5,1899726.79,331010.5,53885.29,724380.0,724380.0,66071.0,5.4501,20.0,13.155
116,BV1Y2oNB1ESs,2026-04-21T13:08:36.268829,362952,66123,55105,13159,36246,1948,7943,,1056,1000,,2104056.29,186476.0,41613.95,904921.67,904921.67,66123.0,0.2805,24.9661,16.4218,1.0,186476.0,1901403.99,331476.0,53964.99,724920.0,724920.0,66123.0,5.456,20.0,13.1552
117,BV1Y2oNB1ESs,2026-04-21T13:09:51.452705,363851,66181,55137,13165,36274,1948,7948,,1046,1000,,2102967.56,186925.5,41699.1,904080.98,904080.98,66181.0,0.2809,24.9237,16.397,1.0,186925.5,1903107.86,331925.5,54041.36,725480.0,725480.0,66181.0,5.4609,20.0,13.1578
118,BV1Y2oNB1ESs,2026-04-21T13:11:06.374029,364789,66233,55180,13176,36300,1949,7952,,1034,1000,,2101513.63,187394.5,41787.26,903049.43,903049.43,66233.0,0.2814,24.8774,16.3655,1.0,187394.5,1904748.15,332394.5,54120.65,726000.0,726000.0,66233.0,5.4662,20.0,13.1569
119,BV1Y2oNB1ESs,2026-04-21T13:12:21.689289,365667,66279,55227,13186,36327,1953,7957,,1028,1000,,2100427.37,187833.5,41871.3,902221.78,902221.78,66279.0,0.2817,24.8361,16.3366,1.0,187833.5,1906384.37,332833.5,54191.87,726540.0,726540.0,66279.0,5.4684,20.0,13.1555
120,BV1Y2oNB1ESs,2026-04-21T13:13:36.498172,366527,66335,55251,13189,36358,1955,7963,,1007,1000,,2099836.16,188263.5,41954.18,901641.74,901641.74,66335.0,0.282,24.799,16.319,1.0,188263.5,1908181.54,333263.5,54263.04,727160.0,727160.0,66335.0,5.4712,20.0,13.161
121,BV1Y2oNB1ESs,2026-04-21T13:14:51.763509,367382,66395,55275,13192,36381,1957,7966,,1015,1000,,2098484.04,188691.0,42034.39,900681.83,900681.83,66395.0,0.2824,24.7569,16.2946,1.0,188691.0,1909660.83,333691.0,54334.83,727620.0,727620.0,66395.0,5.4756,20.0,13.1636
122,BV1Y2oNB1ESs,2026-04-21T13:16:06.301601,368238,66438,55301,13201,36409,1957,7971,,1025,1000,,2097616.13,189119.0,42115.5,899971.81,899971.81,66438.0,0.2828,24.7184,16.2741,1.0,189119.0,1911324.53,334119.0,54407.53,728180.0,728180.0,66438.0,5.4802,20.0,13.1676
123,BV1Y2oNB1ESs,2026-04-21T13:17:21.557647,369075,66487,55335,13209,36435,1958,7979,,1004,1000,,2096647.6,189537.5,42195.65,899213.73,899213.73,66487.0,0.2831,24.6799,16.2504,1.0,189537.5,1912899.62,334537.5,54475.12,728700.0,728700.0,66487.0,5.482,20.0,13.1689
124,BV1Y2oNB1ESs,2026-04-21T13:18:36.298712,369880,66544,55359,13211,36454,1959,7982,19,981,1000,,2095139.84,189940.0,42270.37,898192.74,898192.74,66544.0,0.2835,24.6391,16.2249,1.0,189940.0,1914186.8,334940.0,54542.8,729080.0,729080.0,66544.0,5.4867,20.0,13.17
125,BV1Y2oNB1ESs,2026-04-21T13:19:51.305580,370734,66593,55387,13215,36480,1963,7984,3,997,1000,,2094116.0,190367.0,42351.1,897402.45,897402.45,66593.0,0.2838,24.5998,16.2024,1.0,190367.0,1915774.19,335367.0,54614.19,729600.0,729600.0,66593.0,5.4905,20.0,13.1728
126,BV1Y2oNB1ESs,2026-04-21T13:21:06.308989,371529,66647,55423,13220,36510,1966,7986,7,993,1000,,2093749.79,190764.5,42427.05,896955.62,896955.62,66647.0,0.2842,24.5674,16.1838,1.0,190764.5,1917493.58,335764.5,54682.08,730200.0,730200.0,66647.0,5.4946,20.0,13.175
127,BV1Y2oNB1ESs,2026-04-21T13:22:21.324820,372319,66704,55460,13227,36539,1971,7990,23,977,1000,,2093316.75,191159.5,42503.49,896474.88,896474.88,66704.0,0.2845,24.5347,16.1644,1.0,191159.5,1919169.7,336159.5,54746.2,730780.0,730780.0,66704.0,5.4961,20.0,13.1767
128,BV1Y2oNB1ESs,2026-04-21T13:23:36.331215,373152,66739,55482,13236,36560,1973,7996,35,965,1000,,2091901.17,191576.0,42581.97,895502.1,895502.1,66739.0,0.2848,24.494,16.1404,1.0,191576.0,1920528.39,336576.0,54813.39,731200.0,731200.0,66739.0,5.4984,20.0,13.179
129,BV1Y2oNB1ESs,2026-04-21T13:24:51.336956,373951,66788,55508,13245,36590,1976,7997,53,947,1000,,2091533.04,191975.5,42657.87,895055.84,895055.84,66788.0,0.2852,24.4618,16.1248,1.0,191975.5,1922245.89,336975.5,54882.39,731800.0,731800.0,66788.0,5.5031,20.0,13.1837
130,BV1Y2oNB1ESs,2026-04-21T13:26:06.339122,374695,66830,55532,13256,36608,1978,8000,46,954,1000,,2090220.02,192347.5,42727.14,894157.69,894157.69,66830.0,0.2855,24.4252,16.1017,1.0,192347.5,1923441.45,337347.5,54943.95,732160.0,732160.0,66830.0,5.5065,20.0,13.1845
131,BV1Y2oNB1ESs,2026-04-21T13:27:21.343228,375386,66876,55560,13268,36627,1982,8006,61,939,1000,,2089239.31,192693.0,42793.43,893438.44,893438.44,66876.0,0.2856,24.3929,16.0806,1.0,192693.0,1924646.29,337693.0,54997.29,732540.0,732540.0,66876.0,5.5063,20.0,13.1847
132,BV1Y2oNB1ESs,2026-04-21T13:28:36.350027,376064,66919,55591,13277,36646,1985,8007,65,935,1000,,2088314.14,193032.0,42856.8,892753.17,892753.17,66919.0,0.2859,24.3615,16.0593,1.0,193032.0,1925845.26,338032.0,55054.26,732920.0,732920.0,66919.0,5.5098,20.0,13.1841
133,BV1Y2oNB1ESs,2026-04-21T13:29:51.355853,376714,66956,55609,13285,36662,1987,8009,58,942,1000,,2087212.52,193357.0,42917.19,891991.17,891991.17,66956.0,0.2862,24.3301,16.0404,1.0,193357.0,1926901.38,338357.0,55108.38,733240.0,733240.0,66956.0,5.513,20.0,13.1856
134,BV1Y2oNB1ESs,2026-04-21T13:31:06.367675,377390,67000,55641,13293,36682,1991,8013,49,951,1000,,2086406.94,193695.0,42981.7,891365.12,891365.12,67000.0,0.2864,24.2998,16.0199,1.0,193695.0,1928137.2,338695.0,55162.2,733640.0,733640.0,67000.0,5.514,20.0,13.1852
135,BV1Y2oNB1ESs,2026-04-21T13:32:21.379379,378030,67034,55677,13299,36703,1992,8014,45,955,1000,,2085840.83,194015.0,43041.43,890875.2,890875.2,67034.0,0.2868,24.2725,16.0008,1.0,194015.0,1929386.88,339015.0,55217.88,734060.0,734060.0,67034.0,5.5185,20.0,13.1843
136,BV1Y2oNB1ESs,2026-04-21T13:33:36.382557,378651,67070,55697,13307,36726,1992,8015,52,948,1000,,2085553.4,194325.5,43099.51,890529.19,890529.19,67070.0,0.2871,24.2479,15.9888,1.0,194325.5,1930708.57,339325.5,55273.07,734520.0,734520.0,67070.0,5.5234,20.0,13.1878
137,BV1Y2oNB1ESs,2026-04-21T13:34:51.396309,379247,67103,55720,13313,36752,1994,8016,69,931,1000,,2085661.13,194623.5,43156.53,890389.05,890389.05,67103.0,0.2874,24.227,15.9797,1.0,194623.5,1932131.59,339623.5,55325.09,735040.0,735040.0,67103.0,5.527,20.0,13.1917
138,BV1Y2oNB1ESs,2026-04-21T13:36:06.404900,379872,67142,55752,13320,36770,1994,8017,81,919,1000,,2084882.11,194936.0,43214.01,889795.05,889795.05,67142.0,0.2878,24.1989,15.9599,1.0,194936.0,1933257.76,339936.0,55379.76,735400.0,735400.0,67142.0,5.5319,20.0,13.1906
